iMSMS_ID,Cellvibrio,Coprobacillus,Flectobacillus,Capnocytophaga,Pseudoflavonifractor,Beggiatoa,Collinsella,Candidatus Marithrix,Rhodobacter,Cupriavidus,Trueperella,Rhodopseudomonas,Methanomassiliicoccus,Rhodospirillum,Lonsdalea,Desulfotalea,Anaerovorax,Leifsonia,Microcystis,Gemmata,Pseudoramibacter,Candidatus Magnetomorum,Tepidimonas,Alkaliphilus,Proteiniclasticum,Parasporobacterium,Macellibacteroides,Helcobacillus,Murdochiella,Lachnoanaerobaculum,Aphanizomenon,Granulicatella,Defluviitalea,Bulleidia,Gilliamella,Nitrolancea,Dyadobacter,Stomatobaculum,Pectobacterium,Solobacterium,Piscirickettsia,Brackiella,Leuconostoc,Pediococcus,Peptostreptococcus,Ruminococcus,Micrococcus,Anaerosphaera,Staphylococcus,Eggerthia,Kandleria,Alloprevotella,Acidovorax,Phaseolibacter,Deinococcus,Carboxydothermus,Streptococcus,Globicatella,Magnetospirillum,Lelliottia,Pluralibacter,Kosakonia,Anaerobiospirillum,Shimwellia,Frischella,Olsenella,Anaerosalibacter,Coprobacter,Enterococcus,Cosenzaea,Idiomarina,Lactococcus,Catenibacterium,Sphingomonas,Aerococcus,Gemella,Borrelia,Atopobium,Pisciglobus,Bacillus,Intestinimonas,Lachnobacterium,Fusicatenibacter,Methyloglobulus,Eisenbergiella,Falsirhodobacter,Thermophagus,Turicella,Dendrosporobacter,Azospira,Candidatus Stoquefichus,Candidatus Soleaferrea,Jeotgalibaca,Draconibacterium,Dielma,Enorma,Kallipyga,Senegalimassilia,Peptoclostridium,Clostridium,Pseudobacteroides,Massilia,Finegoldia,Romboutsia,Terrisporobacter,Intestinibacter,Asaccharospora,Erysipelatoclostridium,Gottschalkia,Lachnoclostridium,Tyzzerella,Ruminiclostridium,Flaviflexus,Gallibacterium,Desulfotomaculum,Phaeodactylibacter,Anaeroglobus,Rouxiella,Sporosarcina,Dysgonomonas,Treponema,Faecalitalea,Holdemanella,Faecalicoccus,Lactobacillus,Roseimaritima,Ezakiella,Cedecea,Megamonas,Moellerella,Trabulsiella,Yokenella,Raoultella,Mucinivorans,Saccharicrinis,Peptoniphilus,Sanguibacteroides,Listeria,Mageeibacillus,Franconibacter,Siccibacter,Hungatella,Melaminivora,Alloiococcus,Actinotignum,Actinomyces,Sphingobium,Novosphingobium,Anaerococcus,Arthrobacter,Novibacillus,Bifidobacterium,Fenollaria,Sneathia,Gorillibacterium,Brevibacterium,Cellulomonas,Caloranaerobacter,Eremococcus,Dolosicoccus,Casaltella,Levyella,Corynebacterium,Faecalibaculum,Eubacterium,Propionibacterium,Chania,Allobaculum,Mycobacterium,Sellimonas,Hathewaya,Shuttleworthia,Izhakiella,Fermentimonas,Caviibacter,Anaerosporomusa,Cetobacterium,Nocardia,Paraburkholderia,Rhodococcus,Lentimicrobium,Anaerocolumna,Lawsonella,Varibaculum,Actinopolyspora,Labilibacter,Paraclostridium,Paeniclostridium,Anaerobium,Acetoanaerobium,Neomicrococcus,Clostridioides,Streptomyces,Dorea,Atlantibacter,Drancourtella,Ruthenibacterium,Azospirillum,Gabonibacter,Acidipropionibacterium,Cutibacterium,Pseudopropionibacterium,Turicibacter,Peptoanaerobacter,Orrella,Beduini,Gabonia,Desnuesiella,Lascolabacillus,Bariatricus,Anaeromassilibacillus,Neglecta,Massiliomicrobiota,Emergencia,Culturomica,Mediterranea,Phocea,Prevotellamassilia,Traorella,Tidjanibacter,Bittarella,Allofustis,Ndongobacter,Neofamilia,Angelakisella,Vaginella,Libanicoccus,Mobilibacterium,Merdibacter,Massilioclostridium,Ileibacterium,Dubosiella,Criibacterium,Campylobacter,Fournierella,Lagierella,Rappaport,Tannerella,Rodentibacter,Scardovia,Parascardovia,Nissabacter,Urmitella,Alicycliphilus,Propionimicrobium,Tepidiphilus,Dickeya,Skermanella,Mobiluncus,Gordonia,Anaerostipes,Helicobacter,Mycoplasma,Allisonella,Morococcus,Rhizobacter,Enhydrobacter,Spiroplasma,Acholeplasma,Histophilus,Enhygromyxa,Methanobacterium,Faecalibacterium,Methanobrevibacter,Ottowia,Shewanella,Methanosarcina,Kordia,Achromobacter,Sulfolobus,Saccharibacter,Methanosphaera,Flavobacterium,Acetonema,Sporomusa,Epulopiscium,Alistipes,Akkermansia,Hespellia,Anaerotruncus,Raphidiopsis,Nitratireductor,Crocinitomix,Marvinbryantia,Ethanoligenens,Pseudovibrio,Acetanaerobacterium,Thermosinus,Crocosphaera,Anaerofustis,Paracoccus,Oribacterium,Heliobacterium,Atopococcus,Gardnerella,Catabacter,Cardiobacterium,Peptococcus,Halomonas,Carnobacterium,Synergistes,Lachnospira,Rikenella,Brachymonas,Arcanobacterium,Comamonas,Odoribacter,Sphingobacterium,Pseudomonas,Alkaliflexus,Thermoanaerobacterium,Pontibacillus,Atopostipes,Avibacterium,Subdoligranulum,Amphibacillus,Dolosigranulum,Veillonella,Proteiniphilum,Photorhabdus,Brachyspira,Janthinobacterium,Petrimonas,Elizabethkingia,Emticicia,Prolixibacter,Acetitomaculum,Helcococcus,Burkholderia,Thiomonas,Leptotrichia,Rothia,Kingella,Desulfurella,Phascolarctobacterium,Coprococcus,Kinetoplastibacterium,Thauera,Xanthomonas,Coriobacterium,Microbacterium,Exiguobacterium,Rhodocista,Rahnella,Riemerella,Streptobacillus,Gracilibacter,Paludibacter,Arthrospira,Acetivibrio,Bilophila,Rubritalea,Ktedonobacter,Pelosinus,Dermabacter,Desulfitobacterium,Ideonella,Parabacteroides,Rhizobium,Dietzia,Geosporobacter,Candidatus Endoriftia,Barnesiella,Sphaerochaeta,Dialister,Lysinibacillus,Stenotrophomonas,Methylobacillus,Sutterella,Methylobacterium,Succiniclasticum,Ewingella,Tissierella,Cronobacter,Proteiniborus,Aggregatibacter,Lawsonia,Alloscardovia,Cystobacter,Lactonifactor,Mucilaginibacter,Jonquetella,Tumebacillus,Acetobacter,Brachybacterium,Cyanothece,Johnsonella,Catonella,Coraliomargarita,Paenibacillus,Filifactor,Legionella,Adlercreutzia,Sporobacter,Achromatium,Mangrovibacter,Kiloniella,Salinicoccus,Oscillibacter,Abiotrophia,Pseudobutyrivibrio,Oenococcus,Weissella,Acinetobacter,Devosia,Hydrogenophaga,Moraxella,Bibersteinia,Lautropia,Neisseria,Ralstonia,Tepidanaerobacter,Cloacibacterium,Kushneria,Alcaligenes,Cloacibacillus,Candidatus Azobacteroides,Clostridiisalibacter,Tetragenococcus,Bordetella,Sharpea,Mitsuokella,Pseudoalteromonas,Pantoea,Lamprocystis,Parvimonas,Citrobacter,Enterobacter,Aneurinibacillus,Brevibacillus,Erwinia,Chitinilyticum,Leucobacter,Escherichia,Dehalobacter,Hafnia,Klebsiella,Blautia,Butyricimonas,Kocuria,Dermacoccus,Kytococcus,Paraprevotella,Parasutterella,Kluyvera,Enterorhabdus,Butyricicoccus,Morganella,Proteus,Providencia,Robinsoniella,Salmonella,Hydrogenoanaerobacterium,Chryseobacterium,Empedobacter,Alcanivorax,Holdemania,Serratia,Shigella,Candidatus Endobugula,Xenorhabdus,Yersinia,Spongiibacter,Edwardsiella,Arsenophonus,Pyramidobacter,Aeromonas,Gordonibacter,Thermotalea,Anaerosporobacter,Photobacterium,Vibrio,Lutispora,Facklamia,Succinatimonas,Lysobacter,Mesorhizobium,Actinophytocola,Bavariicoccus,Basfia,Cellulosilyticum,Macrococcus,Plesiomonas,Actinobacillus,Brenneria,Waddlia,Haemophilus,Tessaracoccus,Gracilibacillus,Pasteurella,Rhodanobacter,Mannheimia,Myroides,Actinobaculum,Asticcacaulis,Cylindrospermopsis,Bartonella,Succinispira,Desulfosporosinus,Denitrobacterium,Delftia,Chlamydia,Bacteroides,Centipeda,Anaerovibrio,Trichococcus,Buttiauxella,Obesumbacterium,Pragia,Tatumella,Butyrivibrio,Fibrobacter,Porphyromonas,Luteimonas,Leclercia,Succinivibrio,Prevotella,Roseburia,Slackia,Eggerthella,Cryptobacterium,Hippea,Sodalis,Pedobacter,Oxalobacter,Fusobacterium,Mogibacterium,Desulfovibrio,Ignavigranum,Hymenobacter,Oligella,Acidaminococcus,Megasphaera,Necropsobacter,Phocaeicola,Negativicoccus,Nitrosomonas,Aquabacterium,Roseateles,Flavonifractor,Bdellovibrio,Herbaspirillum,Oceanospirillum,Selenomonas,Christensenella,Tetrasphaera
71401-0001,0.0,0.000360534029593072,0.0,7.32048791051924e-06,0.00218394555997157,0.0,0.00253715910165413,0.0,0.0,0.0,9.76065054735898e-06,0.0,0.003315570982806,1.09807318657789e-05,0.0,0.0,3.05020329604968e-06,0.0,0.0,6.10040659209936e-07,0.0,0.0,0.0,6.10040659209936e-07,0.0,3.05020329604968e-06,6.10040659209936e-06,1.83012197762981e-06,0.000146409758210385,0.000294649638398399,0.0,1.22008131841987e-06,0.0,0.0,0.0,0.0,0.0,0.000125668375797247,0.0,0.00038432561530226,0.0,0.0,2.44016263683975e-06,0.0,3.41622769157564e-05,0.0175886922863409,0.0,6.10040659209936e-07,0.00563799577241823,1.22008131841987e-06,1.22008131841987e-06,3.53823582341763e-05,6.10040659209936e-07,0.0,0.0,0.0,0.00199971328089017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.10040659209936e-07,0.0,0.00122923192830802,0.000113467562613048,0.0,0.0,8.54056922893911e-05,7.32048791051924e-06,3.05020329604968e-06,0.0,4.88032527367949e-06,0.0,1.64710977986683e-05,0.0,3.29421955973366e-05,0.0030697245971444,1.83012197762981e-05,0.00747848844125461,0.0,0.000167151140623523,0.0,6.10040659209936e-07,0.0,0.0,0.0,8.23554889933414e-05,9.76065054735898e-06,0.0,2.44016263683975e-06,5.49036593288943e-06,7.99153263565017e-05,7.32048791051924e-06,0.000472171470228491,0.0,0.0280130670709203,1.22008131841987e-06,6.10040659209936e-07,2.98919923012869e-05,4.39229274631154e-05,4.27028461446955e-06,0.000172641506556412,1.83012197762981e-06,0.000739369278962443,0.0,0.0044142542100431,0.00353640570144,0.00321369419271794,0.0,4.27028461446955e-06,0.0,3.66024395525962e-06,6.10040659209936e-07,0.0,0.0,6.10040659209936e-07,8.90659362446507e-05,0.00253776914231334,0.000228155206544516,0.00019338288896955,0.000292819516420769,0.0,4.88032527367949e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.05020329604968e-06,1.22008131841987e-06,0.000139699310959075,0.00057160809767971,0.0,2.44016263683975e-06,0.0,0.0,0.000897979850357026,0.0,0.0,0.0,7.56450417420321e-05,0.0,0.0,9.45563021775401e-05,0.0,1.83012197762981e-06,0.00185757380729426,1.9521301094718e-05,0.0,1.83012197762981e-06,0.0,3.47723175749664e-05,0.0,0.0,1.22008131841987e-06,5.49036593288943e-06,0.000151900124143274,0.000104926993384109,0.0,0.0293533263992045,1.22008131841987e-06,0.0,7.07647164683526e-05,0.0,7.07647164683526e-05,1.83012197762981e-06,6.10040659209936e-06,0.0,6.10040659209936e-07,0.0,0.0,0.0,0.0,1.15907725249888e-05,6.10040659209936e-07,0.0,2.80618703236571e-05,3.05020329604968e-06,2.68417890052372e-05,0.0,1.22008131841987e-06,4.88032527367949e-06,6.10040659209936e-06,1.03706912065689e-05,0.0,0.0,0.000142139473595915,4.88032527367949e-06,0.00462166803417448,0.0,5.49036593288943e-06,0.0017807086842338,9.76065054735898e-06,0.000330031996632576,0.0,6.7104472513093e-06,0.0,0.000129938660411716,0.0,0.0,3.17221142789167e-05,0.000689955985566438,0.0,6.10040659209936e-07,0.000175691709852462,7.93052856972917e-06,0.00121093070853172,1.22008131841987e-06,0.000694836310840118,0.00192101803585209,0.00126766448983825,0.000131158741730136,0.000315391020811537,0.00238647905882927,0.000590519358115218,0.000282448825214201,0.0,6.10040659209936e-07,3.66024395525962e-06,0.0030575237839602,1.83012197762981e-06,4.20928054854856e-05,6.10040659209936e-07,0.000823554889933414,0.00160806717767739,6.10040659209936e-07,0.0,0.000330642037291786,5.18534560328446e-05,0.00186245413256794,6.10040659209936e-07,0.0,9.88265867920097e-05,0.0,0.0,0.0,0.0,4.88032527367949e-06,0.0,0.0,0.0,0.0,0.0,7.80852043788719e-05,0.0,0.014918544320979,4.8193212077585e-05,3.05020329604968e-06,0.0,6.10040659209936e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277733210918508,0.00636150399424122,0.0,0.0,4.69731307591651e-05,6.10040659209936e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0409630101846288,0.051782081275717,0.00037883524936937,0.00112613505690154,0.0,0.0,0.0,0.000240356019728715,3.66024395525962e-06,0.0,1.83012197762981e-06,0.0,0.0,1.83012197762981e-06,0.0,5.67337813065241e-05,0.000106757115361739,0.0,0.0,3.23321549381266e-05,0.0,1.83012197762981e-06,0.0,3.66024395525962e-06,0.000140919392277495,2.07413824131378e-05,0.000328811915314156,0.0,0.0,6.7104472513093e-06,0.0023388958874109,4.27028461446955e-06,3.66024395525962e-06,0.0,6.10040659209936e-07,0.0,0.0,0.0,0.00385972725082127,1.22008131841987e-06,0.0,0.000331252077950995,9.76065054735898e-06,0.0,1.40309351618285e-05,0.0,3.05020329604968e-06,6.10040659209936e-07,0.0,6.10040659209936e-07,4.8193212077585e-05,2.44016263683975e-06,0.0,0.0,0.0,5.42936186696843e-05,0.0,6.10040659209936e-07,0.00386338749477653,0.00246700442584498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000199483295561649,6.10040659209936e-07,0.0,6.10040659209936e-07,0.0,0.000226325084566886,0.000370294680140431,0.0,0.0,0.0,6.10040659209936e-07,0.0,0.0,0.0772592093263016,0.0,0.0,6.10040659209936e-07,0.0,0.00541045060653293,6.03940252617837e-05,2.62317483460273e-05,0.0,0.0,0.0,0.00520852714833444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7104472513093e-06,4.27028461446955e-06,0.0,0.000488032527367949,0.0,0.0,0.0,3.29421955973366e-05,0.0,0.0,0.00019338288896955,2.62317483460273e-05,6.7104472513093e-06,1.83012197762981e-06,0.0,0.0,5.55136999881042e-05,2.01313417539279e-05,0.0,0.0,0.0,0.0,0.00476624767040723,1.83012197762981e-06,4.27028461446955e-05,0.0,6.10040659209936e-07,0.00400613700903165,0.0,0.0,0.0,0.0,0.0,2.44016263683975e-06,0.0,6.10040659209936e-07,6.10040659209936e-07,0.0,0.0,0.000108587237339369,6.10040659209936e-07,0.0,6.10040659209936e-07,0.0,0.000131158741730136,0.0,0.0,0.0,0.0,6.10040659209936e-07,6.10040659209936e-07,0.0,2.44016263683975e-06,0.0,0.0,0.0,0.0,0.000258657239505013,0.0,0.0,2.25715043907676e-05,0.0199123371572715,0.00263598568844614,0.0,0.0,0.0,0.015825064740565,0.000217784515337947,0.0,3.66024395525962e-06,0.00155438359966692,0.0,0.0,0.0,1.03706912065689e-05,0.0,6.10040659209936e-06,8.54056922893911e-06,2.31815450499776e-05,0.0,0.00183988262817717,0.0,3.78225208710161e-05,0.0,0.0,4.27028461446955e-06,0.0,0.0,0.0,0.0,3.66024395525962e-06,0.00028549902851025,0.0,1.46409758210385e-05,0.0,0.0,0.0,3.66024395525962e-06,0.0,0.0,0.0,0.0,6.10040659209936e-07,0.0,0.0,6.10040659209936e-07,0.0,0.0,0.0,0.0,1.15907725249888e-05,0.0,0.0,0.0,0.0,0.0,1.03706912065689e-05,0.0,0.0,0.0,6.10040659209936e-07,1.83012197762981e-06,0.0,8.54056922893911e-06,0.0,1.83012197762981e-06,0.392568484689505,0.0,0.0,3.66024395525962e-06,0.0,0.0,0.0,0.0,0.140589360280863,9.21161395407004e-05,0.00183439226224428,0.0,0.0,0.0,0.00224555966655178,0.0128968695763573,1.22008131841987e-06,0.00124387290412906,0.0,6.10040659209936e-07,0.0,0.0,3.8432561530226e-05,1.83012197762981e-06,1.83012197762981e-06,5.42936186696843e-05,0.0,0.0,0.0,4.51430087815353e-05,7.44249604236122e-05,0.0,0.0,5.49036593288943e-06,0.0,6.10040659209936e-07,0.0,0.000150070002165644,0.0,0.0,0.0,4.8193212077585e-05,6.10040659209936e-06,0.0
71401-0002,0.0,0.00186232473168932,0.0,8.44208853893618e-07,0.000578283064917128,0.0,0.00595589346421947,0.0,0.0,2.53262656168085e-06,8.44208853893618e-07,0.0,0.0,8.44208853893618e-07,0.0,0.0,8.44208853893618e-07,0.0,0.0,0.0,1.68841770778724e-06,0.0,0.0,8.44208853893618e-07,0.0,8.44208853893618e-07,0.0,0.0,3.9677816133e-05,0.000211052213473404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171374397340404,0.0,0.0123710365449571,0.0,0.0,0.0,8.44208853893618e-07,3.03915187401702e-05,0.506987938788104,0.0,2.53262656168085e-06,2.8703101032383e-05,4.22104426946809e-06,0.0,1.43515505161915e-05,8.44208853893618e-07,0.0,0.0,0.0,0.00129079533760334,8.44208853893618e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59787968504256e-06,1.68841770778724e-06,0.000221182719720128,0.000148580758285277,0.0,8.44208853893618e-07,9.2862973928298e-06,3.37683541557447e-06,2.53262656168085e-06,0.0,0.0,0.0,6.92251260192767e-05,0.0,2.53262656168085e-06,0.00128995112874945,7.59787968504256e-06,0.00974048175622456,0.0,0.000151957593700851,0.0,0.0,0.0,0.0,0.0,0.000245664776483043,3.88336072791064e-05,0.0,8.44208853893618e-07,2.11052213473404e-05,2.70146833245958e-05,1.26631328084043e-05,1.18189239545106e-05,0.0,0.0321196142640905,0.0,0.0,0.000121566074960681,1.18189239545106e-05,2.53262656168085e-06,0.000428013888924064,8.44208853893618e-07,0.0039812889549623,0.0,0.00686679481757069,0.0112296661744929,0.000778360563289916,0.0,1.68841770778724e-06,0.0,1.68841770778724e-06,3.37683541557447e-06,0.0,0.0,0.0,0.000126631328084043,0.000895705593981129,0.000558022052423681,3.79893984252128e-05,0.00352963721812922,0.0,2.36378479090213e-05,0.0,3.88336072791064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000581659900332703,6.07830374803405e-05,0.0,7.59787968504256e-06,0.0,0.0,0.000308136231671171,0.0,0.0,0.0,9.11745562205107e-05,1.68841770778724e-06,1.68841770778724e-06,0.000291252054593298,0.0,0.0,0.00271919671839134,2.44820567629149e-05,0.0,0.0,0.0,3.37683541557447e-06,0.0,0.0,0.0,7.59787968504256e-06,0.000531007369099086,3.5456771863532e-05,8.44208853893618e-07,0.0147449518421059,0.0,0.0,5.82504109186596e-05,0.0,0.00047360116703432,8.44208853893618e-07,3.37683541557447e-06,0.0,2.53262656168085e-06,0.0,0.0,0.0,8.44208853893618e-07,0.0,8.44208853893618e-07,8.44208853893618e-07,2.53262656168085e-06,2.53262656168085e-06,0.000162088099947575,0.0,0.0,2.53262656168085e-06,5.06525312336171e-06,5.90946197725532e-06,8.44208853893618e-07,0.0,0.000232157434820745,3.37683541557447e-06,0.00700271244304756,0.0,0.000234690061382426,0.0103432468779046,1.68841770778724e-06,8.44208853893618e-07,0.0,1.43515505161915e-05,0.0,2.53262656168085e-05,0.0,0.0,0.000260016326999234,5.90946197725532e-06,8.44208853893618e-07,0.0,0.000380738193106022,3.71451895713192e-05,0.00020767537805783,1.68841770778724e-06,0.00473770008805098,0.000255795282729766,0.000151113384846958,0.000195012245249426,9.37071827821916e-05,0.000537761039930235,1.68841770778724e-06,0.000286186801469936,1.68841770778724e-06,1.68841770778724e-06,4.22104426946809e-06,0.00152379698127798,8.44208853893618e-07,7.59787968504256e-06,0.0,0.000426325471216277,0.00158542422761221,0.0,0.0,0.000497239014943341,0.000303915187401702,0.000812973126299554,1.18189239545106e-05,5.06525312336171e-06,0.00014942496713917,0.0,1.68841770778724e-05,8.44208853893618e-06,0.0,5.06525312336171e-06,0.0,8.44208853893618e-07,0.0,0.0,0.0,4.30546515485745e-05,0.0,0.00205396014152317,0.0,0.0,5.06525312336171e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048153673026092,1.51957593700851e-05,0.0,0.0,0.0,0.0,0.0,3.37683541557447e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000551268381592532,0.000158711264532,7.68230057043192e-05,0.0127787894213877,0.0,0.0,0.0,8.18882588276809e-05,2.95473098862766e-05,0.0,2.53262656168085e-06,0.0,0.0,1.68841770778724e-06,0.0,0.00051327898316732,8.86419296588299e-05,0.0,2.53262656168085e-06,0.000495550597235554,0.0,8.44208853893618e-07,0.0,4.22104426946809e-06,8.44208853893618e-07,2.53262656168085e-06,9.62398093438724e-05,0.0,4.22104426946809e-06,0.0,0.00463217398131428,2.53262656168085e-06,8.44208853893618e-07,0.0,0.0,7.59787968504256e-06,8.44208853893618e-07,0.0,0.000533539995660766,0.0,8.44208853893618e-07,0.00229371545602896,2.53262656168085e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59787968504256e-06,8.44208853893618e-07,0.0,0.0,0.0,1.35073416622979e-05,0.0,0.0,0.01141117107808,0.00694192940556722,0.0,0.0,8.44208853893618e-07,8.44208853893618e-07,0.0,8.44208853893618e-07,0.0,0.0,9.2862973928298e-05,0.0,0.0,0.0,0.0,0.000611207210218979,0.00133300578029802,0.0,0.0,0.0,0.0,0.0,1.68841770778724e-06,0.00876457632112354,0.0,0.0,0.0,0.0,0.000286186801469936,0.000105526106736702,0.0229709229144453,0.0,0.0,0.0,3.37683541557447e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44208853893618e-07,2.53262656168085e-06,0.0,0.000953956004899788,0.0,0.0,0.0,8.44208853893618e-07,0.0,0.0,0.000882198252318831,0.000481199046719362,0.0,8.44208853893618e-07,0.0,0.0,4.55872781102554e-05,9.2862973928298e-06,0.0,0.0,0.0,0.0,0.0261020935535368,0.0,5.99388286264469e-05,0.0,0.0,3.9677816133e-05,0.0,0.0,0.0,5.06525312336171e-06,0.0,0.0,0.0,8.44208853893618e-06,2.53262656168085e-06,8.44208853893618e-07,0.0,6.75367083114894e-06,0.0,0.0,8.44208853893618e-07,0.0,9.11745562205107e-05,0.0,0.0,0.0,0.0,5.06525312336171e-06,1.68841770778724e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000578283064917128,0.0,0.0,9.2862973928298e-06,0.0459401574111829,1.35073416622979e-05,0.0,0.0,0.0,0.000172218606194298,3.37683541557447e-05,0.0,1.68841770778724e-06,0.00384705974719322,0.0,0.0,0.0,5.90946197725532e-06,8.44208853893618e-07,4.22104426946809e-06,3.20799364479575e-05,1.18189239545106e-05,0.0,0.00239924156276566,0.0,0.000166309144217043,8.44208853893618e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.44208853893618e-07,4.22104426946809e-05,0.0,5.90946197725532e-06,0.0,0.0,0.0,2.61704744707022e-05,0.0,0.0,0.0,0.0,1.68841770778724e-06,0.0,2.53262656168085e-06,2.02610124934468e-05,0.0,0.0,0.0,3.37683541557447e-06,8.44208853893618e-07,0.0,0.0,0.0,8.44208853893618e-07,0.0,7.59787968504256e-06,1.01305062467234e-05,0.0,0.0,0.0,0.0,0.0,1.18189239545106e-05,0.0,0.0,0.140476353287898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00157276109480381,0.000104681897882809,0.00109325046579224,0.0,0.0,0.0,0.00190031413011453,0.029473019507134,3.9677816133e-05,0.000232157434820745,0.0,0.0,0.0,0.0,3.20799364479575e-05,3.37683541557447e-06,1.68841770778724e-06,3.37683541557447e-06,0.0,0.0,8.44208853893618e-07,0.000477822211303788,7.76672145582128e-05,0.0,0.0,1.68841770778724e-06,0.0,0.0,0.0,0.00775236990530509,0.0,0.0,0.0,1.51957593700851e-05,0.0,0.0
